"id";"origination_date";"balance";"product";"region";"repayment_date"
9312;"2012-05-24";8677;"Super Loan";"North";""
9313;"2012-08-13";6634;"Giga Loan";"South";""
9314;"2012-06-28";2461;"Mega Loan";"West";""
9315;"2012-11-25";8128;"Giga Loan";"West";""
9316;"2012-02-17";5382;"Mega Loan";"West";"2012-10-17"
9317;"2012-11-15";8862;"Giga Loan";"West";""
9318;"2012-08-02";2796;"Mega Loan";"North";""
9319;"2012-11-25";2740;"Super Loan";"North";""
9320;"2012-05-05";7039;"Giga Loan";"North";""
9321;"2012-08-14";2930;"Super Loan";"North";""
9322;"2012-03-20";7387;"Mega Loan";"North";"2012-11-06"
9323;"2012-10-18";8993;"Super Loan";"West";""
9324;"2012-03-12";7329;"Super Loan";"North";"2012-11-15"
9325;"2012-08-22";5604;"Giga Loan";"South";""
9326;"2012-03-31";9051;"Super Loan";"West";"2012-10-29"
9327;"2012-06-30";9966;"Mega Loan";"North";""
9328;"2012-11-19";1515;"Super Loan";"North";""
9329;"2012-10-21";7297;"Super Loan";"South";""
9330;"2012-06-10";6771;"Super Loan";"East";""
9331;"2012-12-15";1974;"Super Loan";"West";""
9332;"2012-06-20";5984;"Giga Loan";"North";""
9333;"2012-02-27";3983;"Mega Loan";"West";""
9334;"2012-06-01";2727;"Giga Loan";"West";""
9335;"2012-11-12";6167;"Giga Loan";"South";""
9336;"2012-05-03";2360;"Giga Loan";"North";""
9337;"2012-03-08";4887;"Mega Loan";"South";""
9338;"2012-04-17";8855;"Mega Loan";"South";"2012-12-26"
9339;"2012-10-20";3034;"Giga Loan";"West";""
9340;"2012-10-27";1031;"Giga Loan";"North";""
9341;"2012-08-16";1136;"Giga Loan";"East";""
9342;"2012-03-18";9304;"Super Loan";"West";"2012-04-21"
9343;"2012-09-14";8709;"Giga Loan";"South";""
9344;"2012-03-25";6771;"Mega Loan";"North";"2012-08-14"
9345;"2012-06-19";1764;"Super Loan";"West";""
9346;"2012-03-19";6837;"Mega Loan";"South";"2012-07-17"
9347;"2012-03-28";2152;"Mega Loan";"East";"2012-10-03"
9348;"2012-04-01";9626;"Mega Loan";"North";"2012-07-17"
9349;"2012-09-23";8634;"Mega Loan";"North";""
9350;"2012-06-12";3893;"Giga Loan";"West";"2012-10-10"
9351;"2012-06-01";6665;"Mega Loan";"East";"2012-11-15"
9352;"2012-01-30";1563;"Giga Loan";"South";"2012-08-19"
9353;"2012-05-02";1279;"Super Loan";"North";"2012-07-30"
9354;"2012-07-30";5657;"Giga Loan";"South";""
9355;"2012-11-08";7893;"Giga Loan";"West";"2012-11-29"
9356;"2012-07-28";5884;"Super Loan";"West";"2012-10-10"
9357;"2012-06-19";4708;"Super Loan";"West";""
9358;"2012-08-06";7858;"Super Loan";"East";""
9359;"2012-11-14";6399;"Mega Loan";"East";""
9360;"2012-09-04";2004;"Super Loan";"South";"2012-10-13"
9361;"2012-06-30";4629;"Mega Loan";"North";"2012-12-10"
9362;"2012-10-02";7373;"Super Loan";"East";""
9363;"2012-07-25";6989;"Giga Loan";"West";"2012-07-25"
9364;"2012-02-15";7612;"Super Loan";"North";""
9365;"2012-08-30";9100;"Super Loan";"South";""
9366;"2012-11-19";3156;"Giga Loan";"West";""
9367;"2012-05-09";8972;"Giga Loan";"South";"2012-12-22"
9368;"2012-09-05";3987;"Super Loan";"South";"2012-11-24"
9369;"2012-05-01";2010;"Super Loan";"South";""
9370;"2012-10-26";2006;"Super Loan";"West";""
9371;"2012-08-27";4018;"Giga Loan";"North";""
9372;"2012-08-29";2146;"Super Loan";"North";""
9373;"2012-03-04";1309;"Giga Loan";"West";""
9374;"2012-04-14";2727;"Super Loan";"West";""
9375;"2012-01-31";7917;"Giga Loan";"South";"2012-12-17"
9376;"2012-05-17";2073;"Super Loan";"North";""
9377;"2012-11-04";8565;"Mega Loan";"South";""
9378;"2012-04-22";9069;"Mega Loan";"North";""
9379;"2012-02-17";1699;"Giga Loan";"East";""
9380;"2012-09-12";7198;"Super Loan";"North";""
9381;"2012-12-30";2962;"Super Loan";"East";""
9382;"2012-11-14";7364;"Mega Loan";"North";""
9383;"2012-07-17";7762;"Mega Loan";"West";"2012-10-17"
9384;"2012-01-13";3242;"Giga Loan";"South";"2012-11-16"
9385;"2012-10-21";3021;"Mega Loan";"West";"2012-12-21"
9386;"2012-01-22";5655;"Super Loan";"West";""
9387;"2012-03-29";8126;"Super Loan";"West";""
9388;"2012-07-29";6730;"Giga Loan";"West";""
9389;"2012-12-20";3512;"Giga Loan";"South";""
9390;"2012-06-14";4525;"Giga Loan";"East";"2012-06-23"
9391;"2012-10-25";7735;"Super Loan";"West";""
9392;"2012-08-16";7142;"Super Loan";"West";""
9393;"2012-12-15";1898;"Mega Loan";"North";""
9394;"2012-01-26";4723;"Giga Loan";"West";""
9395;"2012-05-11";4753;"Super Loan";"North";"2012-11-06"
9396;"2012-11-16";9999;"Super Loan";"North";""
9397;"2012-05-07";6879;"Mega Loan";"West";"2012-10-31"
9398;"2012-09-14";3725;"Giga Loan";"West";""
9399;"2012-04-17";3985;"Mega Loan";"West";"2012-10-24"
9400;"2012-10-05";7889;"Mega Loan";"West";""
9401;"2012-08-02";4732;"Super Loan";"West";"2012-12-03"
9402;"2012-07-21";7004;"Giga Loan";"North";"2012-12-03"
9403;"2012-07-13";9036;"Giga Loan";"North";""
9404;"2012-03-27";5041;"Giga Loan";"North";"2012-08-13"
9405;"2012-12-26";8731;"Giga Loan";"North";""
9406;"2012-07-19";6953;"Giga Loan";"North";""
9407;"2012-07-07";6115;"Mega Loan";"East";""
9408;"2012-06-18";7296;"Giga Loan";"North";"2012-09-18"
9409;"2012-02-08";6022;"Mega Loan";"South";""
9410;"2012-07-21";6815;"Giga Loan";"North";""
9411;"2012-04-17";4493;"Super Loan";"East";""
9412;"2012-10-25";7984;"Mega Loan";"North";""
9413;"2012-03-03";4179;"Super Loan";"East";""
9414;"2012-07-11";2255;"Giga Loan";"South";""
9415;"2012-04-02";1225;"Mega Loan";"West";"2012-06-18"
9416;"2012-07-22";6201;"Giga Loan";"South";""
9417;"2012-02-07";6910;"Giga Loan";"South";""
9418;"2012-08-30";8352;"Super Loan";"North";"2012-11-15"
9419;"2012-03-26";2930;"Giga Loan";"West";"2012-12-02"
9420;"2012-02-17";9423;"Super Loan";"South";""
9421;"2012-08-01";2876;"Super Loan";"West";""
9422;"2012-01-08";9665;"Mega Loan";"West";""
9423;"2012-11-05";6564;"Mega Loan";"South";""
9424;"2012-07-25";3774;"Mega Loan";"North";"2012-12-23"
9425;"2012-01-04";4387;"Mega Loan";"West";""
9426;"2012-05-30";1317;"Super Loan";"North";""
9427;"2012-07-16";3773;"Super Loan";"South";""
9428;"2012-12-08";1265;"Super Loan";"North";""
9429;"2012-09-28";4042;"Mega Loan";"East";"2012-11-10"
9430;"2012-03-02";6758;"Super Loan";"South";"2012-12-29"
9431;"2012-09-29";8155;"Giga Loan";"North";"2012-12-05"
9432;"2012-10-30";7775;"Mega Loan";"South";""
9433;"2012-10-29";3761;"Super Loan";"North";""
9434;"2012-06-22";7191;"Giga Loan";"South";""
9435;"2012-05-22";2816;"Super Loan";"West";"2012-10-03"
9436;"2012-04-11";2492;"Giga Loan";"South";"2012-12-24"
9437;"2012-04-10";4143;"Mega Loan";"West";""
9438;"2012-01-25";7932;"Mega Loan";"South";""
9439;"2012-10-10";8788;"Mega Loan";"North";""
9440;"2012-01-26";9166;"Giga Loan";"South";"2012-10-18"
9441;"2012-09-29";4746;"Super Loan";"West";""
9442;"2012-01-31";3281;"Super Loan";"West";""
9443;"2012-09-13";7149;"Giga Loan";"West";""
9444;"2012-12-27";7925;"Super Loan";"South";""
9445;"2012-06-23";4537;"Super Loan";"South";""
9446;"2012-06-08";7375;"Super Loan";"North";""
9447;"2012-11-16";4125;"Super Loan";"South";""
9448;"2012-01-25";1446;"Super Loan";"South";"2012-09-20"
9449;"2012-10-03";5726;"Giga Loan";"South";""
9450;"2012-10-05";6056;"Giga Loan";"South";""
9451;"2012-02-20";9870;"Giga Loan";"East";""
9452;"2012-02-11";7603;"Giga Loan";"South";""
9453;"2012-05-01";5720;"Super Loan";"South";""
9454;"2012-07-12";6433;"Super Loan";"North";""
9455;"2012-10-21";1377;"Giga Loan";"North";""
9456;"2012-11-21";9107;"Super Loan";"West";""
9457;"2012-01-28";6750;"Mega Loan";"South";"2012-12-21"
9458;"2012-10-30";4150;"Giga Loan";"West";""
9459;"2012-12-25";9373;"Giga Loan";"North";""
9460;"2012-03-19";9793;"Giga Loan";"North";""
9461;"2012-12-21";9908;"Mega Loan";"South";"2012-12-28"
9462;"2012-09-05";7528;"Mega Loan";"South";""
9463;"2012-11-29";7568;"Giga Loan";"West";""
9464;"2012-07-19";3669;"Giga Loan";"North";""
9465;"2012-04-12";4719;"Giga Loan";"East";"2012-07-02"
9466;"2012-10-21";9384;"Super Loan";"North";""
9467;"2012-05-06";5162;"Super Loan";"West";"2012-12-11"
9468;"2012-10-27";7862;"Mega Loan";"South";""
9469;"2012-02-04";7315;"Giga Loan";"North";""
9470;"2012-10-12";3949;"Giga Loan";"North";"2012-12-23"
9471;"2012-12-11";7028;"Mega Loan";"East";""
9472;"2012-06-12";2060;"Mega Loan";"East";""
9473;"2012-08-21";6231;"Super Loan";"North";""
9474;"2012-10-15";4177;"Mega Loan";"South";""
9475;"2012-02-04";8986;"Super Loan";"North";""
9476;"2012-01-30";9768;"Mega Loan";"North";""
9477;"2012-08-24";1551;"Giga Loan";"North";"2012-11-30"
9478;"2012-11-29";3111;"Giga Loan";"West";""
9479;"2012-07-02";1213;"Giga Loan";"West";""
9480;"2012-03-22";6278;"Super Loan";"West";"2012-10-29"
9481;"2012-10-07";8167;"Mega Loan";"West";""
9482;"2012-03-11";1082;"Giga Loan";"East";"2012-04-12"
9483;"2012-12-10";3881;"Mega Loan";"South";""
9484;"2012-10-14";3886;"Super Loan";"South";""
9485;"2012-05-12";6516;"Mega Loan";"West";""
9486;"2012-12-07";4258;"Super Loan";"West";""
9487;"2012-03-27";2993;"Mega Loan";"West";""
9488;"2012-04-28";3266;"Giga Loan";"South";"2012-11-29"
9489;"2012-08-28";7409;"Super Loan";"North";""
9490;"2012-06-28";2366;"Super Loan";"North";"2012-11-14"
9491;"2012-02-10";3058;"Mega Loan";"North";"2012-08-12"
9492;"2012-10-24";7317;"Super Loan";"North";"2012-12-15"
9493;"2012-04-29";8895;"Super Loan";"West";"2012-10-25"
9494;"2012-04-24";9626;"Mega Loan";"East";"2012-11-17"
9495;"2012-03-09";9986;"Mega Loan";"East";"2012-08-14"
9496;"2012-08-08";3613;"Giga Loan";"South";"2012-12-24"
9497;"2012-07-23";9010;"Mega Loan";"South";""
9498;"2012-01-24";5147;"Giga Loan";"South";"2012-07-13"
9499;"2012-10-21";1474;"Super Loan";"East";"2012-12-20"
9500;"2012-07-15";6324;"Super Loan";"West";""
9501;"2012-05-31";8097;"Super Loan";"North";""
9502;"2012-06-21";7503;"Super Loan";"North";"2012-10-24"
9503;"2012-11-06";7385;"Giga Loan";"South";""
9504;"2012-07-08";4327;"Super Loan";"South";""
9505;"2012-11-25";1679;"Giga Loan";"West";""
9506;"2012-04-02";6371;"Super Loan";"North";""
9507;"2012-07-28";4094;"Mega Loan";"West";""
9508;"2012-10-06";2231;"Mega Loan";"East";""
9509;"2012-10-16";8482;"Super Loan";"North";""
9510;"2012-09-20";4308;"Mega Loan";"West";""
9511;"2012-08-09";7510;"Giga Loan";"East";""
9512;"2012-12-04";6648;"Giga Loan";"East";""
9513;"2012-02-11";4391;"Super Loan";"South";"2012-12-27"
9514;"2012-08-30";1390;"Giga Loan";"East";"2012-12-21"
9515;"2012-10-31";9535;"Super Loan";"North";""
9516;"2012-01-31";9907;"Super Loan";"South";""
9517;"2012-09-01";4649;"Super Loan";"South";""
9518;"2012-11-21";2528;"Giga Loan";"North";""
9519;"2012-05-06";3172;"Giga Loan";"South";""
9520;"2012-01-08";2057;"Giga Loan";"West";""
9521;"2012-05-30";3894;"Mega Loan";"South";"2012-07-27"
9522;"2012-04-02";5231;"Super Loan";"West";"2012-12-26"
9523;"2012-05-02";8374;"Mega Loan";"North";"2012-05-04"
9524;"2012-11-16";2788;"Mega Loan";"West";"2012-11-21"
9525;"2012-02-01";4857;"Mega Loan";"East";"2012-08-17"
9526;"2012-02-06";8360;"Giga Loan";"West";""
9527;"2012-11-30";5401;"Mega Loan";"West";""
9528;"2012-11-07";3866;"Super Loan";"East";""
9529;"2012-01-04";3506;"Super Loan";"South";"2012-07-08"
9530;"2012-12-09";5876;"Mega Loan";"East";""
9531;"2012-09-17";9190;"Giga Loan";"South";"2012-09-18"
9532;"2012-01-31";1603;"Super Loan";"West";"2012-06-05"
9533;"2012-07-27";3379;"Mega Loan";"South";"2012-12-27"
9534;"2012-11-22";6575;"Super Loan";"East";""
9535;"2012-05-17";4930;"Giga Loan";"South";"2012-12-11"
9536;"2012-02-27";4058;"Super Loan";"West";""
9537;"2012-03-06";2945;"Giga Loan";"South";"2012-07-06"
9538;"2012-10-05";8025;"Super Loan";"South";""
9539;"2012-06-02";5290;"Mega Loan";"South";"2012-10-15"
9540;"2012-08-20";1426;"Mega Loan";"North";"2012-10-26"
9541;"2012-03-26";2332;"Super Loan";"West";"2012-10-17"
9542;"2012-03-11";2799;"Super Loan";"East";""
9543;"2012-10-02";7075;"Mega Loan";"South";""
9544;"2012-03-02";5723;"Super Loan";"South";""
9545;"2012-07-22";3190;"Giga Loan";"West";""
9546;"2012-08-06";6610;"Giga Loan";"North";"2012-09-14"
9547;"2012-02-15";5629;"Giga Loan";"East";"2012-09-19"
9548;"2012-08-22";6839;"Super Loan";"West";""
9549;"2012-08-24";8138;"Giga Loan";"South";""
9550;"2012-08-09";7802;"Giga Loan";"North";""
9551;"2012-06-10";7896;"Mega Loan";"North";"2012-11-12"
9552;"2012-10-20";2032;"Giga Loan";"East";""
9553;"2012-03-02";3032;"Giga Loan";"East";"2012-08-20"
9554;"2012-02-18";6270;"Giga Loan";"South";"2012-08-21"
9555;"2012-03-14";3821;"Mega Loan";"South";""
9556;"2012-02-02";6890;"Mega Loan";"West";"2012-06-24"
9557;"2012-06-30";4629;"Giga Loan";"South";""
9558;"2012-07-29";8223;"Giga Loan";"South";""
9559;"2012-04-27";9756;"Giga Loan";"East";"2012-10-28"
9560;"2012-01-02";7136;"Super Loan";"East";"2012-11-16"
9561;"2012-11-04";4099;"Giga Loan";"East";""
9562;"2012-02-21";8946;"Mega Loan";"East";"2012-12-21"
9563;"2012-04-11";7739;"Giga Loan";"South";""
9564;"2012-08-28";6478;"Super Loan";"North";"2012-12-21"
9565;"2012-04-24";5520;"Super Loan";"West";""
9566;"2012-12-09";2668;"Giga Loan";"East";""
9567;"2012-01-09";9537;"Super Loan";"East";"2012-09-29"
9568;"2012-05-15";7466;"Giga Loan";"South";""
9569;"2012-04-21";9693;"Giga Loan";"East";""
9570;"2012-10-09";4826;"Giga Loan";"North";""
9571;"2012-04-06";7893;"Super Loan";"North";"2012-11-23"
9572;"2012-12-06";2025;"Super Loan";"East";""
9573;"2012-02-21";6626;"Giga Loan";"South";"2012-07-28"
9574;"2012-12-31";4967;"Super Loan";"West";"2012-12-31"
9575;"2012-03-31";6748;"Super Loan";"North";""
9576;"2012-05-02";8816;"Mega Loan";"West";""
9577;"2012-08-07";1577;"Super Loan";"North";""
9578;"2012-01-21";2377;"Giga Loan";"West";"2012-11-18"
9579;"2012-04-02";5655;"Super Loan";"North";"2012-10-13"
9580;"2012-10-17";8716;"Giga Loan";"North";""
9581;"2012-12-21";9179;"Giga Loan";"East";"2012-12-29"
9582;"2012-04-23";3550;"Super Loan";"East";"2012-12-29"
9583;"2012-06-22";9748;"Mega Loan";"South";""
9584;"2012-03-07";2211;"Giga Loan";"West";"2012-10-25"
9585;"2012-03-06";8821;"Mega Loan";"North";"2012-12-17"
9586;"2012-04-11";3569;"Super Loan";"South";"2012-08-04"
9587;"2012-10-23";8101;"Super Loan";"North";""
9588;"2012-03-11";3449;"Mega Loan";"West";""
9589;"2012-09-17";1791;"Mega Loan";"East";""
9590;"2012-05-29";7857;"Mega Loan";"West";""
9591;"2012-03-12";9585;"Giga Loan";"South";""
9592;"2012-01-17";4890;"Giga Loan";"West";"2012-10-19"
9593;"2012-03-18";6802;"Super Loan";"East";""
9594;"2012-08-31";7323;"Mega Loan";"East";""
9595;"2012-10-21";1367;"Super Loan";"East";""
9596;"2012-01-08";2322;"Super Loan";"East";"2012-10-12"
9597;"2012-03-11";8992;"Giga Loan";"North";"2012-06-16"
9598;"2012-10-08";9904;"Giga Loan";"North";""
9599;"2012-01-04";8788;"Mega Loan";"East";"2012-12-12"
9600;"2012-06-10";8684;"Mega Loan";"West";""
9601;"2012-11-25";4730;"Giga Loan";"South";""
9602;"2012-08-14";6680;"Super Loan";"South";"2012-11-21"
9603;"2012-12-03";9710;"Giga Loan";"East";"2012-12-26"
9604;"2012-08-28";1355;"Mega Loan";"South";""
9605;"2012-01-02";1647;"Super Loan";"South";""
9606;"2012-08-04";6457;"Mega Loan";"West";""
9607;"2012-10-20";9172;"Giga Loan";"South";""
9608;"2012-12-25";2225;"Giga Loan";"North";""
9609;"2012-09-23";7835;"Mega Loan";"West";""
9610;"2012-06-21";4826;"Mega Loan";"West";"2012-10-02"
9611;"2012-02-08";9941;"Super Loan";"East";""
9612;"2012-04-24";7014;"Mega Loan";"South";"2012-07-06"
9613;"2012-10-25";7377;"Giga Loan";"South";""
9614;"2012-12-16";9689;"Mega Loan";"East";""
9615;"2012-01-11";8225;"Super Loan";"South";"2012-05-31"
9616;"2012-01-02";6197;"Mega Loan";"West";"2012-12-04"
9617;"2012-02-11";3257;"Super Loan";"East";"2012-08-30"
9618;"2012-08-19";6326;"Super Loan";"North";""
9619;"2012-06-06";8646;"Super Loan";"North";"2012-08-05"
9620;"2012-09-01";4048;"Mega Loan";"West";""
9621;"2012-05-10";4182;"Mega Loan";"North";"2012-07-09"
9622;"2012-08-16";8231;"Giga Loan";"North";""
9623;"2012-11-21";7939;"Mega Loan";"North";""
9624;"2012-03-02";9985;"Super Loan";"South";"2012-09-06"
9625;"2012-04-02";5553;"Giga Loan";"West";"2012-09-23"
9626;"2012-02-25";8307;"Super Loan";"West";""
9627;"2012-02-15";2306;"Super Loan";"East";""
9628;"2012-08-25";4545;"Mega Loan";"East";"2012-12-23"
9629;"2012-07-16";8210;"Mega Loan";"East";""
9630;"2012-10-04";1094;"Super Loan";"West";""
9631;"2012-01-02";3228;"Mega Loan";"East";"2012-10-05"
9632;"2012-06-27";2940;"Mega Loan";"North";""
9633;"2012-05-19";6775;"Mega Loan";"South";""
9634;"2012-02-24";2937;"Super Loan";"North";"2012-11-02"
9635;"2012-05-30";3296;"Giga Loan";"West";"2012-11-21"
9636;"2012-03-29";7422;"Giga Loan";"South";"2012-10-27"
9637;"2012-01-27";8395;"Giga Loan";"North";"2012-11-15"
9638;"2012-12-01";2467;"Super Loan";"West";""
9639;"2012-06-20";8647;"Super Loan";"North";""
9640;"2012-07-30";6229;"Mega Loan";"East";""
9641;"2012-09-20";6294;"Super Loan";"North";""
9642;"2012-01-29";8588;"Giga Loan";"West";"2012-11-08"
9643;"2012-03-10";3242;"Super Loan";"North";"2012-10-11"
9644;"2012-10-12";3670;"Super Loan";"North";""
9645;"2012-05-01";8276;"Giga Loan";"South";""
9646;"2012-04-15";1467;"Giga Loan";"North";""
9647;"2012-04-19";8868;"Mega Loan";"East";""
9648;"2012-06-12";1533;"Super Loan";"North";"2012-10-27"
9649;"2012-11-22";6794;"Mega Loan";"East";""
9650;"2012-06-27";7514;"Giga Loan";"South";""
9651;"2012-05-29";4582;"Mega Loan";"East";""
9652;"2012-01-25";9976;"Giga Loan";"South";""
9653;"2012-08-04";5744;"Super Loan";"North";""
9654;"2012-06-09";2520;"Mega Loan";"West";""
9655;"2012-01-25";9961;"Super Loan";"South";""
9656;"2012-10-12";1297;"Giga Loan";"North";"2012-12-14"
9657;"2012-09-27";9827;"Mega Loan";"North";""
9658;"2012-08-17";2266;"Giga Loan";"North";""
9659;"2012-07-30";4842;"Giga Loan";"West";""
9660;"2012-08-26";8037;"Mega Loan";"South";""
9661;"2012-12-10";2361;"Giga Loan";"East";""
9662;"2012-03-30";7070;"Super Loan";"East";""
9663;"2012-09-17";9977;"Super Loan";"North";""
9664;"2012-12-01";8136;"Super Loan";"East";""
9665;"2012-04-13";9008;"Mega Loan";"South";""
9666;"2012-11-26";3272;"Giga Loan";"East";""
9667;"2012-02-18";5558;"Mega Loan";"East";"2012-12-21"
9668;"2012-03-02";7403;"Mega Loan";"North";"2012-10-08"
9669;"2012-12-13";4740;"Mega Loan";"East";""
9670;"2012-10-12";4205;"Giga Loan";"West";""
9671;"2012-08-13";3632;"Mega Loan";"South";"2012-10-30"
9672;"2012-10-19";1033;"Super Loan";"West";""
9673;"2012-05-31";2792;"Giga Loan";"West";""
9674;"2012-04-13";5875;"Super Loan";"North";"2012-12-29"
9675;"2012-10-29";3704;"Super Loan";"North";""
9676;"2012-11-24";1068;"Mega Loan";"West";""
9677;"2012-11-14";6342;"Super Loan";"East";""
9678;"2012-01-04";2571;"Super Loan";"South";"2012-08-01"
9679;"2012-10-29";1601;"Mega Loan";"North";""
9680;"2012-03-08";3135;"Giga Loan";"North";""
9681;"2012-04-30";9085;"Giga Loan";"South";""
9682;"2012-10-18";5183;"Super Loan";"South";"2012-11-21"
9683;"2012-01-21";3111;"Mega Loan";"North";"2012-12-18"
9684;"2012-03-07";4828;"Mega Loan";"North";""
9685;"2012-07-26";6703;"Super Loan";"West";"2012-12-25"
9686;"2012-01-08";3071;"Giga Loan";"West";""
9687;"2012-07-08";5125;"Mega Loan";"South";"2012-11-29"
9688;"2012-07-16";6530;"Mega Loan";"North";"2012-12-19"
9689;"2012-03-28";4338;"Giga Loan";"East";"2012-11-11"
9690;"2012-12-02";8967;"Mega Loan";"South";""
9691;"2012-10-02";4566;"Super Loan";"West";""
9692;"2012-10-31";5699;"Super Loan";"West";""
9693;"2012-12-16";6037;"Super Loan";"North";""
9694;"2012-03-15";4543;"Mega Loan";"East";"2012-10-29"
9695;"2012-10-06";3834;"Super Loan";"South";""
9696;"2012-11-22";5045;"Giga Loan";"North";""
9697;"2012-06-21";6816;"Super Loan";"West";"2012-11-01"
9698;"2012-07-19";8393;"Super Loan";"North";""
9699;"2012-08-25";2448;"Mega Loan";"South";"2012-11-26"
9700;"2012-07-12";1556;"Giga Loan";"South";""
9701;"2012-09-08";2597;"Giga Loan";"North";"2012-11-09"
9702;"2012-05-25";5080;"Super Loan";"East";""
9703;"2012-05-11";1589;"Mega Loan";"West";"2012-12-16"
9704;"2012-02-18";4390;"Super Loan";"East";"2012-08-25"
9705;"2012-10-02";9955;"Giga Loan";"West";""
9706;"2012-08-30";4293;"Giga Loan";"East";""
9707;"2012-11-13";4458;"Mega Loan";"East";""
9708;"2012-02-16";6297;"Mega Loan";"South";"2012-11-05"
9709;"2012-05-02";5864;"Super Loan";"East";""
9710;"2012-08-10";5059;"Mega Loan";"South";""
9711;"2012-09-17";8433;"Giga Loan";"West";""
9712;"2012-03-09";4948;"Mega Loan";"North";""
9713;"2012-03-09";9242;"Giga Loan";"South";"2012-10-12"
9714;"2012-09-14";1543;"Super Loan";"North";"2012-12-13"
9715;"2012-06-16";8777;"Super Loan";"South";""
9716;"2012-01-19";5945;"Mega Loan";"South";"2012-03-08"
9717;"2012-10-10";3615;"Super Loan";"East";""
9718;"2012-05-06";3901;"Giga Loan";"East";""
9719;"2012-05-17";2474;"Super Loan";"North";""
9720;"2012-09-23";6953;"Super Loan";"North";""
9721;"2012-07-11";2868;"Mega Loan";"East";""
9722;"2012-08-19";6041;"Giga Loan";"East";""
9723;"2012-11-18";2651;"Super Loan";"East";""
9724;"2012-03-20";7905;"Super Loan";"West";"2012-05-20"
9725;"2012-01-31";9585;"Mega Loan";"West";"2012-11-01"
9726;"2012-04-24";5486;"Giga Loan";"North";"2012-11-09"
9727;"2012-04-27";2950;"Giga Loan";"North";"2012-08-28"
9728;"2012-12-21";6401;"Giga Loan";"North";""
9729;"2012-03-24";3878;"Super Loan";"East";"2012-09-30"
9730;"2012-05-03";4398;"Super Loan";"West";"2012-10-15"
9731;"2012-11-26";6957;"Mega Loan";"West";""
9732;"2012-10-29";5476;"Giga Loan";"West";""
9733;"2012-10-28";8478;"Super Loan";"South";""
9734;"2012-10-22";7546;"Super Loan";"West";""
9735;"2012-08-24";8866;"Giga Loan";"East";""
9736;"2012-04-29";8433;"Mega Loan";"West";""
9737;"2012-12-03";1839;"Super Loan";"East";""
9738;"2012-07-25";3323;"Mega Loan";"West";""
9739;"2012-09-17";4729;"Mega Loan";"South";"2012-12-08"
9740;"2012-01-09";6704;"Super Loan";"West";"2012-10-18"
9741;"2012-08-08";7383;"Super Loan";"West";"2012-09-25"
9742;"2012-08-01";3161;"Giga Loan";"South";"2012-12-19"
